NaiveBayes	tomcat-1-2012-study1And2	0.603	
NaiveBayes	tomcat-2-2006-study1And2	0.487	
NaiveBayes	tomcat-2-2007-study1And2	0.456	
NaiveBayes	tomcat-2-2008-study1And2	0.542	
NaiveBayes	tomcat-2-2009-study1And2	0.521	
NaiveBayes	tomcat-2-2010-study1And2	0.517	
NaiveBayes	tomcat-2-2011-study1And2	0.516	
NaiveBayes	tomcat-2-2012-study1And2	0.561	
DecisionTable	ant-1-2006-study1And2	0.954	
DecisionTable	ant-1-2007-study1And2	0.505	
DecisionTable	ant-1-2008-study1And2	0.658	
DecisionTable	ant-1-2009-study1And2	0.503	
DecisionTable	ant-1-2010-study1And2	0.597	
DecisionTable	ant-1-2011-study1And2	0.000	
DecisionTable	ant-1-2012-study1And2	0.511	
DecisionTable	ant-2-2006-study1And2	0.254	
DecisionTable	ant-2-2007-study1And2	0.000	
DecisionTable	ant-2-2008-study1And2	0.165	
DecisionTable	ant-2-2009-study1And2	0.588	
DecisionTable	ant-2-2010-study1And2	0.714	
DecisionTable	ant-2-2011-study1And2	0.000	
DecisionTable	ant-2-2012-study1And2	0.780	
DecisionTable	camel-1-2008-study1And2	0.682	
DecisionTable	camel-1-2009-study1And2	0.645	
DecisionTable	camel-1-2010-study1And2	0.600	
DecisionTable	camel-1-2011-study1And2	0.579	
DecisionTable	camel-1-2012-study1And2	0.630	
DecisionTable	camel-2-2008-study1And2	0.797	
DecisionTable	camel-2-2009-study1And2	0.601	
DecisionTable	camel-2-2010-study1And2	0.786	
DecisionTable	camel-2-2011-study1And2	0.633	
DecisionTable	camel-2-2012-study1And2	0.674	
DecisionTable	cassandra-1-2010-study1And2	0.851	
DecisionTable	cassandra-1-2011-study1And2	0.794	
DecisionTable	cassandra-1-2012-study1And2	0.741	
DecisionTable	cassandra-2-2010-study1And2	0.835	
DecisionTable	cassandra-2-2011-study1And2	0.928	
DecisionTable	cassandra-2-2012-study1And2	0.805	
DecisionTable	cxf-1-2006-study1And2	0.985	
DecisionTable	cxf-1-2007-study1And2	0.563	
DecisionTable	cxf-1-2008-study1And2	0.607	
DecisionTable	cxf-1-2009-study1And2	0.688	
DecisionTable	cxf-1-2010-study1And2	0.507	
DecisionTable	cxf-1-2011-study1And2	0.634	
DecisionTable	cxf-1-2012-study1And2	0.622	
DecisionTable	cxf-2-2006-study1And2	0.702	
DecisionTable	cxf-2-2007-study1And2	0.610	
DecisionTable	cxf-2-2008-study1And2	0.662	
DecisionTable	cxf-2-2009-study1And2	0.533	
DecisionTable	cxf-2-2010-study1And2	0.724	
DecisionTable	cxf-2-2011-study1And2	0.698	
DecisionTable	cxf-2-2012-study1And2	0.699	
DecisionTable	derby-1-2006-study1And2	0.982	
DecisionTable	derby-1-2007-study1And2	0.521	
DecisionTable	derby-1-2008-study1And2	0.459	
DecisionTable	derby-1-2009-study1And2	0.440	
DecisionTable	derby-1-2010-study1And2	0.567	
DecisionTable	derby-1-2011-study1And2	0.481	
DecisionTable	derby-1-2012-study1And2	0.177	
DecisionTable	derby-2-2006-study1And2	0.719	
DecisionTable	derby-2-2007-study1And2	0.602	
DecisionTable	derby-2-2008-study1And2	0.558	
DecisionTable	derby-2-2009-study1And2	0.513	
DecisionTable	derby-2-2010-study1And2	0.521	
DecisionTable	derby-2-2011-study1And2	0.320	
DecisionTable	derby-2-2012-study1And2	0.700	
DecisionTable	hadoop-1-2009-study1And2	0.722	
DecisionTable	hadoop-1-2010-study1And2	0.580	
DecisionTable	hadoop-1-2011-study1And2	0.978	
DecisionTable	hadoop-1-2012-study1And2	0.732	
DecisionTable	hadoop-2-2009-study1And2	0.718	
DecisionTable	hadoop-2-2010-study1And2	0.985	
DecisionTable	hadoop-2-2011-study1And2	0.593	
DecisionTable	hadoop-2-2012-study1And2	0.663	
DecisionTable	httpd-1-2005-study1And2	0.745	
DecisionTable	httpd-1-2006-study1And2	0.996	
DecisionTable	httpd-1-2008-study1And2	0.000	
DecisionTable	httpd-1-2009-study1And2	0.000	
DecisionTable	httpd-1-2010-study1And2	0.743	
DecisionTable	httpd-1-2011-study1And2	0.911	
DecisionTable	httpd-1-2012-study1And2	0.598	
DecisionTable	httpd-2-2005-study1And2	1.000	
DecisionTable	httpd-2-2006-study1And2	0.000	
DecisionTable	httpd-2-2007-study1And2	0.654	
DecisionTable	httpd-2-2008-study1And2	0.000	
DecisionTable	httpd-2-2009-study1And2	0.787	
DecisionTable	httpd-2-2010-study1And2	0.683	
DecisionTable	httpd-2-2011-study1And2	0.856	
DecisionTable	httpd-2-2012-study1And2	0.570	
DecisionTable	jmeter-1-2003-study1And2	0.796	
DecisionTable	jmeter-1-2004-study1And2	0.445	
DecisionTable	jmeter-1-2005-study1And2	0.936	
DecisionTable	jmeter-1-2006-study1And2	0.385	
DecisionTable	jmeter-1-2007-study1And2	0.579	
DecisionTable	jmeter-1-2008-study1And2	0.906	
DecisionTable	jmeter-1-2009-study1And2	0.734	
DecisionTable	jmeter-1-2010-study1And2	0.255	
DecisionTable	jmeter-1-2011-study1And2	0.702	
DecisionTable	jmeter-1-2012-study1And2	0.797	
DecisionTable	jmeter-2-2003-study1And2	0.971	
DecisionTable	jmeter-2-2004-study1And2	0.702	
DecisionTable	jmeter-2-2005-study1And2	0.617	
DecisionTable	jmeter-2-2006-study1And2	0.985	
DecisionTable	jmeter-2-2007-study1And2	0.672	
DecisionTable	jmeter-2-2008-study1And2	0.345	
DecisionTable	jmeter-2-2009-study1And2	0.752	
DecisionTable	jmeter-2-2010-study1And2	0.579	
DecisionTable	jmeter-2-2011-study1And2	0.534	
DecisionTable	jmeter-2-2012-study1And2	0.353	
DecisionTable	mahout-1-2010-study1And2	0.683	
DecisionTable	mahout-1-2011-study1And2	0.563	
DecisionTable	mahout-1-2012-study1And2	0.341	
DecisionTable	mahout-2-2010-study1And2	0.753	
DecisionTable	mahout-2-2011-study1And2	0.566	
DecisionTable	mahout-2-2012-study1And2	0.750	
DecisionTable	maven2-1-2006-study1And2	0.797	
DecisionTable	maven2-1-2007-study1And2	0.724	
DecisionTable	maven2-1-2008-study1And2	0.807	
DecisionTable	maven2-1-2009-study1And2	0.763	
DecisionTable	maven2-2-2006-study1And2	0.927	
DecisionTable	maven2-2-2007-study1And2	0.869	
DecisionTable	maven2-2-2008-study1And2	0.866	
DecisionTable	maven2-2-2009-study1And2	0.000	
DecisionTable	openjpa-1-2007-study1And2	0.560	
DecisionTable	openjpa-1-2008-study1And2	0.575	
DecisionTable	openjpa-1-2009-study1And2	0.598	
DecisionTable	openjpa-1-2010-study1And2	0.515	
DecisionTable	openjpa-1-2011-study1And2	0.521	
DecisionTable	openjpa-1-2012-study1And2	0.164	
DecisionTable	openjpa-2-2007-study1And2	0.576	
DecisionTable	openjpa-2-2008-study1And2	0.821	
DecisionTable	openjpa-2-2009-study1And2	0.657	
DecisionTable	openjpa-2-2010-study1And2	0.397	
DecisionTable	openjpa-2-2011-study1And2	0.515	
DecisionTable	openjpa-2-2012-study1And2	0.407	
DecisionTable	solr-1-2007-study1And2	0.726	
DecisionTable	solr-1-2008-study1And2	0.748	
DecisionTable	solr-1-2009-study1And2	0.720	
DecisionTable	solr-1-2010-study1And2	0.000	
DecisionTable	solr-2-2007-study1And2	0.603	
DecisionTable	solr-2-2008-study1And2	0.594	
DecisionTable	solr-2-2009-study1And2	0.951	
DecisionTable	tomcat-1-2006-study1And2	0.975	
DecisionTable	tomcat-1-2007-study1And2	0.648	
DecisionTable	tomcat-1-2008-study1And2	0.690	
DecisionTable	tomcat-1-2009-study1And2	0.774	
DecisionTable	tomcat-1-2010-study1And2	0.745	
DecisionTable	tomcat-1-2011-study1And2	0.949	
DecisionTable	tomcat-1-2012-study1And2	0.713	
DecisionTable	tomcat-2-2006-study1And2	0.567	
DecisionTable	tomcat-2-2007-study1And2	0.429	
DecisionTable	tomcat-2-2008-study1And2	0.672	
DecisionTable	tomcat-2-2009-study1And2	0.734	
DecisionTable	tomcat-2-2010-study1And2	0.602	
DecisionTable	tomcat-2-2011-study1And2	0.542	
DecisionTable	tomcat-2-2012-study1And2	0.628
SMO	ant-1-2006-study1And2	0.867	
SMO	ant-1-2007-study1And2	0.488	
SMO	ant-1-2008-study1And2	0.650	
SMO	ant-1-2009-study1And2	0.538	
SMO	ant-1-2010-study1And2	0.656	
SMO	ant-1-2011-study1And2	0.000	
SMO	ant-1-2012-study1And2	0.532	
SMO	ant-2-2006-study1And2	0.000	
SMO	ant-2-2007-study1And2	0.000	
SMO	ant-2-2008-study1And2	0.000	
SMO	ant-2-2009-study1And2	0.609	
SMO	ant-2-2010-study1And2	0.530	
SMO	ant-2-2011-study1And2	0.000	
SMO	ant-2-2012-study1And2	0.000	
SMO	camel-1-2008-study1And2	0.658	
SMO	camel-1-2009-study1And2	0.603	
SMO	camel-1-2010-study1And2	0.576	
SMO	camel-1-2011-study1And2	0.523	
SMO	camel-1-2012-study1And2	0.564	
SMO	camel-2-2008-study1And2	0.789	
SMO	camel-2-2009-study1And2	0.552	
SMO	camel-2-2010-study1And2	0.729	
SMO	camel-2-2011-study1And2	0.610	
SMO	camel-2-2012-study1And2	0.500	
SMO	cassandra-1-2010-study1And2	0.696	
SMO	cassandra-1-2011-study1And2	0.748	
SMO	cassandra-1-2012-study1And2	0.738	
SMO	cassandra-2-2010-study1And2	0.787	
SMO	cassandra-2-2011-study1And2	0.879	
SMO	cassandra-2-2012-study1And2	0.805	
SMO	cxf-1-2006-study1And2	0.907	
SMO	cxf-1-2007-study1And2	0.335	
SMO	cxf-1-2008-study1And2	0.632	
SMO	cxf-1-2009-study1And2	0.648	
SMO	cxf-1-2010-study1And2	0.482	
SMO	cxf-1-2011-study1And2	0.667	
SMO	cxf-1-2012-study1And2	0.549	
SMO	cxf-2-2006-study1And2	0.497	
SMO	cxf-2-2007-study1And2	0.587	
SMO	cxf-2-2008-study1And2	0.691	
SMO	cxf-2-2009-study1And2	0.335	
SMO	cxf-2-2010-study1And2	0.732	
SMO	cxf-2-2011-study1And2	0.687	
SMO	cxf-2-2012-study1And2	0.697	
SMO	derby-1-2006-study1And2	0.982	
SMO	derby-1-2007-study1And2	0.326	
SMO	derby-1-2008-study1And2	0.350	
SMO	derby-1-2009-study1And2	0.129	
SMO	derby-1-2010-study1And2	0.561	
SMO	derby-1-2011-study1And2	0.491	
SMO	derby-1-2012-study1And2	0.048	
SMO	derby-2-2006-study1And2	0.631	
SMO	derby-2-2007-study1And2	0.667	
SMO	derby-2-2008-study1And2	0.476	
SMO	derby-2-2009-study1And2	0.382	
SMO	derby-2-2010-study1And2	0.504	
SMO	derby-2-2011-study1And2	0.253	
SMO	derby-2-2012-study1And2	0.700	
SMO	hadoop-1-2009-study1And2	0.609	
SMO	hadoop-1-2010-study1And2	0.528	
SMO	hadoop-1-2011-study1And2	0.691	
SMO	hadoop-1-2012-study1And2	0.688	
SMO	hadoop-2-2009-study1And2	0.666	
SMO	hadoop-2-2010-study1And2	0.985	
SMO	hadoop-2-2011-study1And2	0.367	
SMO	hadoop-2-2012-study1And2	0.556	
SMO	httpd-1-2005-study1And2	0.550	
SMO	httpd-1-2006-study1And2	0.996	
SMO	httpd-1-2008-study1And2	0.106	
SMO	httpd-1-2009-study1And2	0.270	
SMO	httpd-1-2010-study1And2	0.743	
SMO	httpd-1-2011-study1And2	0.911	
SMO	httpd-1-2012-study1And2	0.500	
SMO	httpd-2-2005-study1And2	1.000	
SMO	httpd-2-2006-study1And2	0.000	
SMO	httpd-2-2007-study1And2	0.705	
SMO	httpd-2-2008-study1And2	0.377	
SMO	httpd-2-2009-study1And2	0.736	
SMO	httpd-2-2010-study1And2	0.611	
SMO	httpd-2-2011-study1And2	0.856	
SMO	httpd-2-2012-study1And2	0.571	
SMO	jmeter-1-2003-study1And2	0.704	
SMO	jmeter-1-2004-study1And2	0.241	
SMO	jmeter-1-2005-study1And2	0.936	
SMO	jmeter-1-2006-study1And2	0.175	
SMO	jmeter-1-2007-study1And2	0.300	
SMO	jmeter-1-2008-study1And2	0.899	
SMO	jmeter-1-2009-study1And2	0.734	
SMO	jmeter-1-2010-study1And2	0.227	
SMO	jmeter-1-2011-study1And2	0.755	
SMO	jmeter-1-2012-study1And2	0.747	
SMO	jmeter-2-2003-study1And2	0.971	
SMO	jmeter-2-2004-study1And2	0.530	
SMO	jmeter-2-2005-study1And2	0.501	
SMO	jmeter-2-2006-study1And2	0.985	
SMO	jmeter-2-2007-study1And2	0.667	
SMO	jmeter-2-2008-study1And2	0.087	
SMO	jmeter-2-2009-study1And2	0.719	
SMO	jmeter-2-2010-study1And2	0.267	
SMO	jmeter-2-2011-study1And2	0.308	
SMO	jmeter-2-2012-study1And2	0.052	
SMO	mahout-1-2010-study1And2	0.661	
SMO	mahout-1-2011-study1And2	0.566	
SMO	mahout-1-2012-study1And2	0.357	
SMO	mahout-2-2010-study1And2	0.674	
SMO	mahout-2-2011-study1And2	0.485	
SMO	mahout-2-2012-study1And2	0.750	
SMO	maven2-1-2006-study1And2	0.750	
SMO	maven2-1-2007-study1And2	0.669	
SMO	maven2-1-2008-study1And2	0.829	
SMO	maven2-1-2009-study1And2	0.807	
SMO	maven2-2-2006-study1And2	0.922	
SMO	maven2-2-2007-study1And2	0.522	
SMO	maven2-2-2008-study1And2	0.864	
SMO	maven2-2-2009-study1And2	0.000	
SMO	openjpa-1-2007-study1And2	0.484	
SMO	openjpa-1-2008-study1And2	0.582	
SMO	openjpa-1-2009-study1And2	0.634	
SMO	openjpa-1-2010-study1And2	0.417	
SMO	openjpa-1-2011-study1And2	0.588	
SMO	openjpa-1-2012-study1And2	0.000	
SMO	openjpa-2-2007-study1And2	0.577	
SMO	openjpa-2-2008-study1And2	0.769	
SMO	openjpa-2-2009-study1And2	0.419	
SMO	openjpa-2-2010-study1And2	0.000	
SMO	openjpa-2-2011-study1And2	0.376	
SMO	openjpa-2-2012-study1And2	0.217	
SMO	solr-1-2007-study1And2	0.702	
SMO	solr-1-2008-study1And2	0.668	
SMO	solr-1-2009-study1And2	0.688	
SMO	solr-1-2010-study1And2	0.000	
SMO	solr-2-2007-study1And2	0.464	
SMO	solr-2-2008-study1And2	0.465	
SMO	solr-2-2009-study1And2	0.943	
SMO	tomcat-1-2006-study1And2	0.926	
SMO	tomcat-1-2007-study1And2	0.473	
SMO	tomcat-1-2008-study1And2	0.616	
SMO	tomcat-1-2009-study1And2	0.762	
SMO	tomcat-1-2010-study1And2	0.626	
SMO	tomcat-1-2011-study1And2	0.885	
SMO	tomcat-1-2012-study1And2	0.696	
SMO	tomcat-2-2006-study1And2	0.404	
SMO	tomcat-2-2007-study1And2	0.156	
SMO	tomcat-2-2008-study1And2	0.567	
SMO	tomcat-2-2009-study1And2	0.652	
SMO	tomcat-2-2010-study1And2	0.564	
SMO	tomcat-2-2011-study1And2	0.363	
SMO	tomcat-2-2012-study1And2	0.527		
Bagging	ant-1-2006-study1And2	0.953	
Bagging	ant-1-2007-study1And2	0.574	
Bagging	ant-1-2008-study1And2	0.668	
Bagging	ant-1-2009-study1And2	0.490	
Bagging	ant-1-2010-study1And2	0.659	
Bagging	ant-1-2011-study1And2	0.000	
Bagging	ant-1-2012-study1And2	0.619	
Bagging	ant-2-2006-study1And2	0.343	
Bagging	ant-2-2007-study1And2	0.210	
Bagging	ant-2-2008-study1And2	0.165	
Bagging	ant-2-2009-study1And2	0.533	
Bagging	ant-2-2010-study1And2	0.804	
Bagging	ant-2-2011-study1And2	0.169	
Bagging	ant-2-2012-study1And2	0.780	
Bagging	camel-1-2008-study1And2	0.712	
Bagging	camel-1-2009-study1And2	0.681	
Bagging	camel-1-2010-study1And2	0.635	
Bagging	camel-1-2011-study1And2	0.644	
Bagging	camel-1-2012-study1And2	0.708	
Bagging	camel-2-2008-study1And2	0.832	
Bagging	camel-2-2009-study1And2	0.636	
Bagging	camel-2-2010-study1And2	0.823	
Bagging	camel-2-2011-study1And2	0.665	
Bagging	camel-2-2012-study1And2	0.695	
Bagging	cassandra-1-2010-study1And2	0.859	
Bagging	cassandra-1-2011-study1And2	0.797	
Bagging	cassandra-1-2012-study1And2	0.762	
Bagging	cassandra-2-2010-study1And2	0.850	
Bagging	cassandra-2-2011-study1And2	0.940	
Bagging	cassandra-2-2012-study1And2	0.831	
Bagging	cxf-1-2006-study1And2	0.995	
Bagging	cxf-1-2007-study1And2	0.638	
Bagging	cxf-1-2008-study1And2	0.684	
Bagging	cxf-1-2009-study1And2	0.746	
Bagging	cxf-1-2010-study1And2	0.588	
Bagging	cxf-1-2011-study1And2	0.677	
Bagging	cxf-1-2012-study1And2	0.653	
Bagging	cxf-2-2006-study1And2	0.786	
Bagging	cxf-2-2007-study1And2	0.685	
Bagging	cxf-2-2008-study1And2	0.683	
Bagging	cxf-2-2009-study1And2	0.587	
Bagging	cxf-2-2010-study1And2	0.744	
Bagging	cxf-2-2011-study1And2	0.743	
Bagging	cxf-2-2012-study1And2	0.704	
Bagging	derby-1-2006-study1And2	0.983	
Bagging	derby-1-2007-study1And2	0.550	
Bagging	derby-1-2008-study1And2	0.480	
Bagging	derby-1-2009-study1And2	0.516	
Bagging	derby-1-2010-study1And2	0.568	
Bagging	derby-1-2011-study1And2	0.470	
Bagging	derby-1-2012-study1And2	0.393	
Bagging	derby-2-2006-study1And2	0.739	
Bagging	derby-2-2007-study1And2	0.667	
Bagging	derby-2-2008-study1And2	0.589	
Bagging	derby-2-2009-study1And2	0.531	
Bagging	derby-2-2010-study1And2	0.592	
Bagging	derby-2-2011-study1And2	0.359	
Bagging	derby-2-2012-study1And2	0.713	
Bagging	hadoop-1-2009-study1And2	0.766	
Bagging	hadoop-1-2010-study1And2	0.620	
Bagging	hadoop-1-2011-study1And2	0.981	
Bagging	hadoop-1-2012-study1And2	0.786	
Bagging	hadoop-2-2009-study1And2	0.758	
Bagging	hadoop-2-2010-study1And2	0.985	
Bagging	hadoop-2-2011-study1And2	0.641	
Bagging	hadoop-2-2012-study1And2	0.695	
Bagging	httpd-1-2005-study1And2	0.761	
Bagging	httpd-1-2006-study1And2	0.996	
Bagging	httpd-1-2008-study1And2	0.336	
Bagging	httpd-1-2009-study1And2	0.538	
Bagging	httpd-1-2010-study1And2	0.725	
Bagging	httpd-1-2011-study1And2	0.908	
Bagging	httpd-1-2012-study1And2	0.595	
Bagging	httpd-2-2005-study1And2	1.000	
Bagging	httpd-2-2006-study1And2	0.000	
Bagging	httpd-2-2007-study1And2	0.724	
Bagging	httpd-2-2008-study1And2	0.506	
Bagging	httpd-2-2009-study1And2	0.831	
Bagging	httpd-2-2010-study1And2	0.581	
Bagging	httpd-2-2011-study1And2	0.856	
Bagging	httpd-2-2012-study1And2	0.582	
Bagging	jmeter-1-2003-study1And2	0.824	
Bagging	jmeter-1-2004-study1And2	0.486	
Bagging	jmeter-1-2005-study1And2	0.936	
Bagging	jmeter-1-2006-study1And2	0.515	
Bagging	jmeter-1-2007-study1And2	0.644	
Bagging	jmeter-1-2008-study1And2	0.911	
Bagging	jmeter-1-2009-study1And2	0.754	
Bagging	jmeter-1-2010-study1And2	0.324	
Bagging	jmeter-1-2011-study1And2	0.771	
Bagging	jmeter-1-2012-study1And2	0.831	
Bagging	jmeter-2-2003-study1And2	0.978	
Bagging	jmeter-2-2004-study1And2	0.700	
Bagging	jmeter-2-2005-study1And2	0.596	
Bagging	jmeter-2-2006-study1And2	0.985	
Bagging	jmeter-2-2007-study1And2	0.721	
Bagging	jmeter-2-2008-study1And2	0.415	
Bagging	jmeter-2-2009-study1And2	0.783	
Bagging	jmeter-2-2010-study1And2	0.556	
Bagging	jmeter-2-2011-study1And2	0.505	
Bagging	jmeter-2-2012-study1And2	0.344	
Bagging	mahout-1-2010-study1And2	0.758	
Bagging	mahout-1-2011-study1And2	0.629	
Bagging	mahout-1-2012-study1And2	0.260	
Bagging	mahout-2-2010-study1And2	0.774	
Bagging	mahout-2-2011-study1And2	0.644	
Bagging	mahout-2-2012-study1And2	0.764	
Bagging	maven2-1-2006-study1And2	0.816	
Bagging	maven2-1-2007-study1And2	0.685	
Bagging	maven2-1-2008-study1And2	0.808	
Bagging	maven2-1-2009-study1And2	0.773	
Bagging	maven2-2-2006-study1And2	0.931	
Bagging	maven2-2-2007-study1And2	0.808	
